687.275,675.95,647.331,626.575,444.896
216.913,210.815,219.914,178.756,191.584
69.5505,69.9119,66.4099,67.1297,56.7529
24.9335,25.0872,25.0667,24.4219,24.5891
9.92913,9.81796,12.1135,9.87214,9.74245
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
