517.703,508.444,493.207,481.63,355.81
183.225,178.144,187.055,153.768,164.629
57.5813,57.4271,54.2858,55.148,45.6574
16.0812,16.1198,16.2351,15.2769,15.7193
2.77769,2.77814,2.73941,2.75065,2.7382
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
